Dialogue_ID,Utterance,true_emotion,Predicted_Emotion,Second_Predicted_Emotion,window_size
73,I’m just going to say hi to the lads. All right?,neutral,neutral,neutral,0
73,All right.,neutral,joy,surprise,0
73,Okay.,neutral,joy,anger,0
73,Hi.,neutral,surprise,neutral,0
73,Whoa!  I kinda liked it.,joy,surprise,joy,0
73,"Okay, I know what I have to do. I’ve got to go Red Ross.  Y’know, Red Ross!",anger,surprise,fear,0
73,I totally don’t know what you’re talking about.,neutral,neutral,surprise,0
73,Come on! The time we were all waiting in line for,anger,neutral,neutral,0
74,Y'know you guys were a lot more supportive when I wanted to make denim furniture.,joy,surprise,surprise,0
74,"No, Pheebs, listen, if you decide to do this, we’ll be supportive like crazy.",neutral,anger,sadness,0
74,We just want you to think it through.,neutral,sadness,joy,0
74,"Yeah, honey, maybe you can talk to somebody who’s had a baby. Like your mom?",neutral,neutral,neutral,0
74,My mom never gave birth. Oh! But my birth mom did.,neutral,sadness,neutral,0
75,"Umm, thank you for meeting with me.",neutral,neutral,neutral,0
75,Thank you. All right.,neutral,neutral,neutral,0
75,"Come, sit.",neutral,anger,anger,0
75,Sit.,neutral,anger,neutral,0
75,Sit!,anger,surprise,neutral,0
75,"Umm, all righty, before we get started I just—I need you to state for the official record that you are in fact Frank Buffay.",neutral,neutral,neutral,0
76,Lucky sixes....,neutral,joy,joy,0
76,"Everybody, this is Paolo. Paolo, I want you to meet my friends. This is Monica.",neutral,joy,neutral,0
76,Hi!,neutral,joy,joy,0
76,And Joey....,neutral,joy,neutral,0
76,Hi!,neutral,joy,joy,0
76,And Ross.,neutral,joy,neutral,0
76,Hi!,neutral,surprise,neutral,0
76,He doesn't speak much English.,neutral,surprise,surprise,0
76,Look at that!,surprise,surprise,surprise,0
76,"So, um... where did Paolo come from?",neutral,surprise,surprise,0
76,"Oh... Italy, I think.",neutral,surprise,surprise,0
76,"No, I mean tonight, in the building. Suddenly. Into our lives.",neutral,surprise,surprise,0
76,"Well, the cat... the cat turned out to be Paolo's cat!",neutral,joy,joy,0
76,"That, that is funny... .... and Rachel keeps touching him.",neutral,joy,sadness,0
76,Alright. I looked all over the building and I couldn't find the kitty anywhere.,neutral,joy,surprise,0
76,"Oh, I found him. He was Paolo's cat.",neutral,surprise,anger,0
76,Ah! Well! There you go! Last to know again! And I'm guessing... since nobody told me... this is Paolo.,joy,surprise,joy,0
76,"Ah, Paolo, this is Phoebe.",neutral,joy,joy,0
76,You betcha!,joy,joy,joy,0
77,"Okay, where in the hell did you get that?!",surprise,anger,anger,0
77,"When Mom and Dad drove you to the hospital to get your nose fixed, I swam into the lake and fished it out.",neutral,anger,anger,0
77,That cup is mine!,anger,anger,surprise,0
77,"No it’s not! You want it, you’re gonna have to win it!",anger,anger,anger,0
77,"All right, so are we not having dinner at all?",sadness,anger,anger,0
78,Why?,sadness,joy,joy,0
78,Because I don't work at the Szechwan Dragon.,neutral,anger,neutral,0
78,"You really, really need to get some sleep, honey.",neutral,neutral,anger,0
78,I know I do.,neutral,anger,neutral,0
78,Hi.,neutral,neutral,anger,0
78,Hi.,neutral,neutral,neutral,0
78,Guess what?,neutral,neutral,neutral,0
78,They published my paper.,joy,surprise,surprise,0
78,"Oh, really, let me see, let me see.",joy,joy,joy,0
78,"Rach, look!  Oh, hi! Where is my strong Ross Skywalker to come rescue me.  There he is.",joy,surprise,joy,0
79,"You know what this is, this is us getting ready for the prom.",neutral,surprise,joy,0
79,Oh.,neutral,joy,joy,0
80,What?! You got us evicted!!,anger,anger,anger,0
80,I told you not to go down there!,anger,anger,anger,0
80,Well he made Rachel cry!,disgust,anger,anger,0
80,Rachel always cries!,anger,anger,anger,0
80,That’s not true!,anger,anger,disgust,0
80,"Now Joey, you go down there and you suck up to him. I mean you suck like you’ve never sucked before!",neutral,neutral,joy,0
80,"All right! I’ll try! But if I can’t, you can stay with Chandler and I until you get settled.",neutral,joy,joy,0
80,Go!!,anger,joy,neutral,0
80,"All right, all right, all right.",neutral,neutral,neutral,0
80,"I mean I’ll have to check with him first, but I’ll think he’ll be cool with it.",neutral,anger,surprise,0
81,"So, he’s just a nice guy. You really think this Mark doesn’t want anything in exchange for helping him?",joy,neutral,neutral,0
81,"Well, I assume I’ll have to take showers with him, but y'know, that’s true of any job.",neutral,neutral,disgust,0
82,How ya feelin’?,neutral,neutral,neutral,0
83,"Well, my apartment isn’t there anymore, because I drank it.",neutral,surprise,anger,0
83,Where’d you get too? We lost you after you opened up all the presents.,neutral,anger,neutral,0
83,Yeah.,neutral,anger,anger,0
83,"Yeah, I ended up in the storage room, and not alone.",neutral,surprise,sadness,0
83,Woooo hoooo!!!,joy,surprise,neutral,0
83,"Ow, no ‘woo-hooing,’ no ‘woo-hooing.’",anger,fear,anger,0
83,"Why, what happened?",surprise,surprise,surprise,0
83,"Ah, I fooled around with Joey’s sister.  Well, that’s not the worst part.",sadness,joy,joy,0
83,What is the worse part?,neutral,anger,fear,0
83,I can’t remember which sister.,sadness,surprise,surprise,0
83,You see what men do! Don’t tell me men are not nice!  This is men!!,anger,no valid emotion found,surprise,0
84,What’s wrong with you?,anger,fear,anger,0
84,Nothing!,anger,fear,fear,0
84,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven’t been able to stand up since.",sadness,anger,anger,0
85,"But um, I don’t think it’s anything serious.",neutral,anger,sadness,0
85,This sounds like a hernia. You have to—you-you—Go to the doctor!,surprise,anger,anger,0
85,No way!,anger,neutral,neutral,0
85,"‘Kay look, if I have to go to the doctor for anything it’s gonna be for this thing sticking out of my stomach!",anger,fear,fear,0
85,Why did I have to start working out again?,disgust,surprise,surprise,0
85,Damn you 15s!,anger,anger,fear,0
86,It’s a trifle.,neutral,surprise,neutral,0
86,It’s got all of these layers.,neutral,disgust,neutral,0
86,"First there’s a layer of ladyfingers, then a layer of jam, then custard, which I made from scratch.",neutral,disgust,joy,0
86,"[Joey and Ross make impressed faces] Then raspberries, more ladyfingers, then beef sautéed with peas and onions, [Joey and Ross look like something’s wrong.]",neutral,disgust,disgust,0
86,"then a little more custard, and then bananas, and then I just put some whipped cream on top!",neutral,disgust,joy,0
86,It tastes like feet!,disgust,anger,surprise,0
86,I like it.,joy,neutral,surprise,0
86,Are you kidding?,surprise,joy,disgust,0
87,Does anyone else think David Copperfield is cute?,neutral,surprise,joy,0
87,"No, but he told me, he thinks your a fox.",neutral,joy,joy,0
88,"Welcome everybody, welcome to Amazing Discoveries!",joy,anger,disgust,0
88,"Oh, oh! It's on again!",joy,surprise,surprise,0
88,"You guys, can we please not watch this all right.",disgust,surprise,surprise,0
88,Shhhh!,anger,joy,neutral,0
88,"Folks, has this ever happened to you.",neutral,joy,anger,0
88,"You go to the refrigerator to get a nice glass of milk,  and these darn cartons are so flingin'-flangin' hard to open.",neutral,neutral,joy,0
88,"Oh, you said it Mike.  Aw! There's got to be a better way!",anger,joy,joy,0
88,And there is Kevin.,neutral,joy,surprise,0
88,Can we please turn this off?,sadness,surprise,disgust,0
88,"Noo way, Kevin.",joy,anger,neutral,0
88,There is a revolutionary new product that guarantees that you'll never have to open up milk cartons again. Meet the Milk Master 2000.,neutral,anger,neutral,0
88,Are you intrigued?,surprise,anger,anger,0
88,You're flingin'-flangin' right I am!,joy,anger,surprise,0
88,"Keep in mind, he's never used this product before, you're gonna see how easy this is to do.",neutral,joy,joy,0
89,Go ahead.,neutral,joy,neutral,0
89,This works with any milk carton.,neutral,joy,joy,0
89,"Wow, it is easy.  Now, I can have milk everyday.",surprise,neutral,neutral,0
90,"Well, you might want to tell him it sounds like his wife is  gay.",neutral,surprise,surprise,0
90,She is not…  She’s gay. Oh my God. She is,anger,surprise,anger,0
90,Good day for married people huh?,surprise,anger,sadness,0
90,I’m sorry your husband cheated on you.,sadness,anger,disgust,0
90,I’m sorry your wife is gay. I guess women aren’t that great either.,sadness,anger,neutral,0
90,Try telling my wife that.,sadness,surprise,neutral,0
91,"Hey Ross, will you pass me that knife?",neutral,neutral,neutral,0
92,I can't wait to be with you!,joy,neutral,neutral,0
92,I'll sneak over as soon as Ross picks up Ben.,neutral,surprise,neutral,0
92,I'll just tell Rachel I'm gonna be doing laundry for a couple of hours.,neutral,anger,joy,0
92,Laundry. Huh. Is that my new nickname?,joy,anger,anger,0
92,"Awww, y'know what your nickname is, Mr. Big",joy,joy,joy,0
92,Arghh!!,disgust,joy,neutral,0
93,I can’t believe I’m going to lose this job!,sadness,sadness,sadness,0
93,Oh I’m so sorry man! Is there anything I can do?,sadness,neutral,joy,0
93,Yeah! Help me get this mini-fridge past the security guard.,neutral,neutral,neutral,0
93,"Hey Joey, I want to talk to you.",neutral,neutral,neutral,0
93,Yeah?,neutral,neutral,joy,0
93,"Oh, Chandler, Wayne.",neutral,joy,neutral,0
93,"Wayne, Chandler.",neutral,neutral,joy,0
93,"Hi, how are ya?",neutral,joy,fear,0
93,"Joey, Joey, I-I-I’ll g-get you your job back if you help me out.",neutral,anger,anger,0
93,Why should I help you?!,anger,anger,neutral,0
93,The reason he just said.,neutral,anger,neutral,0
93,What do you need?,neutral,surprise,fear,0
93,"I-I-I saw you on stage talking to that beautiful woman, y’know Sarah?",neutral,sadness,fear,0
94,What?,surprise,joy,neutral,0
94,And I too am just a love machine.,neutral,surprise,joy,0
94,"Ross, let me show you where the guest room is.",neutral,neutral,neutral,0
95,"Oh, I thought this was your party and it turns out it’s a party for Howard. He's just the sweetest little man!",surprise,anger,neutral,0
95,"See ya Phoebe! Oh and hey, thanks for chipping in!",joy,surprise,anger,0
95,You chipped in?!,surprise,joy,anger,0
95,"Yeah, uh-huh, a 100 dollars.",neutral,joy,joy,0
95,Phoebe! I can't believe you gave them money! I thought you agreed it was totally unreasonable that they asked me for that money!,surprise,joy,joy,0
95,"Yeah, but they didn't ask me!",anger,joy,neutral,0
95,Y'know?,neutral,neutral,neutral,0
95,"This way I'm just y'know, the exotic, generous stranger.",joy,neutral,neutral,0
95,That's always fun to be.,joy,sadness,neutral,0
95,"Yeah, but you're making me look bad!",anger,neutral,neutral,0
95,No I'm not.,neutral,surprise,surprise,0
95,No!,surprise,joy,joy,0
95,If anything I'm making you look better!,joy,surprise,surprise,0
95,They'll see you talking to me and that's--I'm a hit!,joy,anger,neutral,0
95,"Oh hey, Pheebs!",joy,anger,anger,0
95,Hey!,joy,anger,surprise,0
95,"Oh hey, Ross.",neutral,neutral,neutral,0
95,"Umm, see, I was thinking maybe you two could switch apartments because Phoebe's more our kind of people.",fear,joy,neutral,0
95,Something to think about.,neutral,anger,joy,0
95,"Yeah, okay, my bad.",joy,anger,anger,0
96,Here. I need to borrow some moisturizer.,neutral,joy,joy,0
96,For what?,neutral,surprise,neutral,0
96,Whaddya think? Today's the big day!,joy,neutral,neutral,0
96,"Oh my God. Okay, go into the bathroom, use whatever you want, just don't ever tell me what you did in there.",disgust,neutral,surprise,0
96,Thank you!,joy,neutral,neutral,0
96,Where's Joey? His mom's on the phone.,neutral,neutral,neutral,0
96,He's in the bathroom. I don't think you wanna go in there!,anger,sadness,neutral,0
96,"C'mon, we're roommates!  My eyes!! My eyes!!",disgust,anger,anger,0
96,I warned you...,neutral,sadness,surprise,0
96,Who is being loud?,anger,sadness,neutral,0
96,"Oh, that would be Monica.",neutral,neutral,neutral,0
96,"Hey, listen, I wanna borrow a coupla things, Aurora spent the night, I really wanna make her breakfast.",neutral,surprise,surprise,0
96,"Oh, you got the whole night, huh?",surprise,no valid emotion found,joy,0
96,"Yeah, well, I only have twenty minutes until Ethan, so, y'know..",neutral,disgust,disgust,0
96,"Ooh, do I sense a little bit of resentment?",surprise,neutral,joy,0
96,"No, no resentment, believe me, it's worth it.",neutral,fear,neutral,0
96,'Kay?,neutral,disgust,disgust,0
96,Y'know in a relationship you have these key moments that you know you'll remember for the rest of your life?,neutral,fear,disgust,0
96,"Well, every- single- second is like that with Aurora.. and I've just wasted about thirty-five of them talking to you people, so, uh.. Monica, can you help me with the door?",neutral,anger,anger,0
96,"Oh, um, Chandler?",neutral,anger,neutral,0
96,"Y'know, the-the old Monica would-would remind you to scrub that Teflon pan with a plastic brush...But I'm not gonna do that.",neutral,neutral,neutral,0
97,"Hey Monica, it's Joey!",joy,joy,joy,0
97,"Hey Joey! Aww, you remembered even though you're a big star!",joy,joy,joy,0
97,"Aw, come on! It'll be years before I forget you!",neutral,joy,joy,0
97,"Joey, what's it like on a movie set, huh?",neutral,joy,joy,0
97,Do you have a dressing room?,neutral,sadness,joy,0
97,Do you have a chair with your name on it?,neutral,neutral,neutral,0
97,"Uh, well yeah-yeah, I've got all of that going on.",neutral,surprise,neutral,0
97,"Yeah, listen uh, I want you to make sure you tell Chandler that he couldn't have been more wrong!",neutral,anger,neutral,0
97,Uh-oh!,fear,anger,anger,0
97,"I gotta go Monica, my uh, my sushi's here!",neutral,surprise,surprise,0
97,Sorry about that. Thanks for waitin'.,neutral,neutral,joy,0
97,"Everybody smile!  Okay, thanks a lot! Enjoy your stay at",joy,neutral,neutral,0
98,"Wow, this is so cool, you guys. The entire city is blacked out!",surprise,sadness,neutral,0
98,"Mom says it's all of Manhattan, parts of Brooklyn and Queens, and they have no idea when it's coming back on.",anger,surprise,joy,0
98,"Wow, you guys, this is big.",surprise,surprise,fear,0
98,Pants and a sweater?,anger,surprise,surprise,0
98,"Why, mom?",anger,surprise,surprise,0
98,Who am I gonna meet in a blackout?,anger,surprise,surprise,0
98,Power company guys?,anger,fear,surprise,0
98,Eligible looters?,anger,fear,fear,0
98,Could we talk about this later?,anger,anger,neutral,0
98,OK.,neutral,neutral,neutral,0
98,Can I borrow the phone? I want to call my apartment and check on my grandma.  What's my number?,neutral,neutral,neutral,0
98,"Well, I never call",neutral,no valid emotion found,fear,0
99,What ‘cha doing?,neutral,neutral,neutral,0
99,Having a swim.,neutral,neutral,neutral,0
99,What about the chick?,neutral,neutral,joy,0
99,Chicks don’t swim.,neutral,no valid emotion found,neutral,0
99,Are you sure?,neutral,fear,fear,0
99,I don’t know. Should we try it?,neutral,joy,neutral,0
99,Sure.,neutral,neutral,neutral,0
99,"See, I told you they don’t swim.",neutral,surprise,neutral,0
99,Wait. Give him a minute.,neutral,surprise,neutral,0
99,"Noo!  Oh, it’s okay, it’s okay, baby, baby, baby.",fear,neutral,fear,0
100,"Me taking care of you is no problem, huh?",neutral,fear,sadness,0
100,You guys feel safe.,neutral,fear,sadness,0
100,Right?,neutral,no valid emotion found,neutral,0
100,"Okay, I’m gonna take that spit bubble as, ""Yeah, I do!""",neutral,neutral,neutral,0
100,"Okay, after I get rid of this dirty diaper Leslie, I’ll set you up with a clean one.",neutral,anger,neutral,0
100,"Okay, I’m sorry.",sadness,sadness,sadness,0
100,I didn’t mean to scare you.,sadness,neutral,neutral,0
100,I just have to clean that up.,neutral,neutral,neutral,0
100,Okay?,neutral,neutral,neutral,0
100,"‘Cause let’s face it, we’re at Monica’s.",neutral,anger,surprise,0
100,I broke it.,sadness,surprise,neutral,0
100,All right.,neutral,anger,anger,0
100,"Well, that’s just the way that goes.",neutral,surprise,neutral,0
100,"Okay, good.",neutral,surprise,neutral,0
100,Why are there only two of you?,fear,surprise,neutral,0
100,Where is Leslie?,fear,neutral,neutral,0
100,"Well, you can’t answer.",neutral,neutral,neutral,0
100,Leslie?,neutral,joy,neutral,0
100,Where are you Leslie?,fear,neutral,joy,0
100,"Leslie, now would be a",sadness,neutral,neutral,0
101,Hey!,joy,surprise,neutral,0
101,Hey.,neutral,no valid emotion found,surprise,0
101,"Hey, why are you mopping your ceiling?",sadness,surprise,surprise,0
101,"Oh, there’s banana on it.",neutral,neutral,neutral,0
102,You said she was bald.,anger,joy,surprise,0
102,"Yeah, she was bald, she’s not now.",neutral,neutral,surprise,0
102,How could you not tell me that she has hair?,surprise,anger,neutral,0
102,"I don’t know, I hardly ever say that about people.",neutral,anger,anger,0
102,"Ohh, well, this is just perfect!",anger,surprise,neutral,0
102,"Well I’m sorry, I thought you said it was okay.",sadness,surprise,anger,0
102,"Yeah, I said what was okay when I thought she was some weird bald chick. I mean, y'know, that girl has hair got",anger,surprise,sadness,0
102,"Well, maybe it won’t work out. Maybe Ross won’t like her personality.",sadness,anger,disgust,0
102,"Why, does she have a bad personality?",neutral,disgust,sadness,0
102,"Oh no, Bonnie’s the best!",joy,sadness,disgust,0
103,Hey!,joy,neutral,neutral,0
103,Hey.,neutral,no valid emotion found,fear,0
103,"Do you have a minute? I’d like to talk to you about something I’m, I’m really uncomfortable talking about.",fear,surprise,surprise,0
103,"Sure. What? About uh, you showering with your mom?",surprise,surprise,sadness,0
103,"I actually had a topic in mind! I’m, I’m kinda going through a dry spell, sex wise.",anger,sadness,surprise,0
103,"Whoa, for like months?",surprise,joy,neutral,0
104,"Excellent! Excellent! And uh, finally, are you into any weird stuff y’know, sexually?",joy,disgust,surprise,0
104,No!,surprise,surprise,surprise,0
104,"Oooh, wrong answer.",neutral,surprise,disgust,0
105,"Ow! My ass. Okay. Okay.  Oh, shhh!",anger,fear,fear,0
105,No! No!! It’s me! It’s me! I-I didn’t want to make any noise!,fear,anger,anger,0
105,Then don't break in!!,anger,fear,fear,0
106,"Oh yeah, Smokey Joe here got half way to the highway and collapsed.",anger,fear,fear,0
106,I have the lung capacity of a two year old.,neutral,sadness,sadness,0
106,Then why are you smoking?,disgust,anger,sadness,0
106,Well it’s very unsettling.,sadness,anger,anger,0
107,"Honey, I was wondering....",neutral,joy,surprise,0
107,Hmm?,neutral,surprise,neutral,0
107,"Do you still have that, um, Navy uniform?",joy,surprise,surprise,0
107,"Nooo, I had to return it to the costume place.",sadness,sadness,neutral,0
107,Hmm.,neutral,sadness,sadness,0
107,I think I have an old band uniform from high school.,joy,sadness,neutral,0
107,"You remember not having sex in high school, right?",sadness,neutral,neutral,0
107,Yeah.,sadness,surprise,neutral,0
107,"Well honey, what about you?",neutral,anger,surprise,0
107,What?,neutral,neutral,anger,0
107,"I mean do you have any fun, you know, fantasy type things?",neutral,surprise,surprise,0
107,No.,neutral,neutral,neutral,0
107,Come on you gotta have one!,surprise,sadness,neutral,0
108,Ugh!,disgust,joy,joy,0
108,"I mean if you buy a bed from Janice’s ex-husband, that’s like betraying Chandler.",anger,surprise,surprise,0
108,Not at these prices.,anger,surprise,surprise,0
108,Hi. Y'know in England this car would be on the other side of the store.  Woo!,joy,sadness,sadness,0
108,"Oh! Ohhhhh! Oh! Phoebe, come here. Aw, this is my new bed. You gotta feel this bad boy.",joy,anger,neutral,0
108,"Eh, Monica it, it feels so weird, y'know, Chandler’s your friend...  Oh!",surprise,anger,disgust,0
108,Oh my God!,surprise,neutral,disgust,0
108,"Aw, all right take this bed, you can make other friends.",joy,surprise,joy,0
109,"You know, ever since I was little, I've been able to pick up quarters with my toes.",joy,surprise,surprise,0
109,"Good for you.  Uh, quarters or rolls of quarters?",joy,anger,disgust,0
109,"By the way, Chandler. I cut you out of all my pictures. So if you want, I have a bag with just your heads.",anger,disgust,sadness,0
109,That's OK.,neutral,surprise,surprise,0
109,"Oh, are you sure?",surprise,joy,neutral,0
109,"Because you know, you could make little puppets out of them, and you could use them in your theater of cruelty.",anger,neutral,neutral,0
109,We can't do that.,neutral,sadness,disgust,0
109,What? What can't you do?,surprise,sadness,neutral,0
110,She really said that?,surprise,surprise,neutral,0
110,"Well, I added the 'exactly like me' part...",neutral,no valid emotion found,surprise,0
110,"But she said she's looking for someone, and someone is gonna be there tonight.",neutral,surprise,surprise,0
110,'Tonight' tonight?,surprise,joy,joy,0
110,"Well, I think it's perfect.",joy,joy,neutral,0
110,"Y'know, it's just gonna be the two of us, she spent all day taking care of my monkey...",neutral,surprise,surprise,0
110,I can't remember the last time I got a girl to take care of my monkey.,sadness,surprise,joy,0
110,"Anyway, I figured after work I'd go pick up a bottle of wine, go over there and, uh, try to woo her.",joy,surprise,disgust,0
110,"Hey, y'know what you should do? You should take her back to the 1890's, when that phrase was last used.",disgust,surprise,surprise,0
111,"Car's waiting downstairs, I just wanted to drop off these copies of my book for your friends. Anything you want from Lisbon?",neutral,anger,surprise,0
111,"No, just knowing you're gonna be there is enough.",neutral,anger,anger,0
111,"Alright, well, be good, I love you.",joy,joy,neutral,0
111,You kissed my best Ross! ...Or something to that effect.,anger,joy,joy,0
111,"O-kay. Look, it, it was stupid.",sadness,joy,joy,0
111,Really stupid.,anger,anger,surprise,0
111,Really stupid.,sadness,anger,disgust,0
111,And I don't even know how it happened.,sadness,anger,disgust,0
111,"I'm sorry, honey, I promise it will never happen again.",sadness,anger,disgust,0
111,Are we okay now?,fear,sadness,surprise,0
111,Yeah. No. No...,anger,sadness,sadness,0
111,"Ah, the forbidden love of a man and his door.",neutral,sadness,fear,0
111,"Shh. He did it. He told her off, and not just about the kiss, about everything.",neutral,sadness,sadness,0
111,You're kidding.,surprise,surprise,neutral,0
111,"No, no. He said ""When are you gonna grow up and start being a mom?""",neutral,surprise,surprise,0
112,Oh there it is.,neutral,surprise,joy,0
112,That’s not your regular dry cleaners.,neutral,neutral,neutral,0
112,"I know, but that creep that I went on that date with goes to there so I have to find a new one.",disgust,joy,surprise,0
112,"I also have to find a new video store, a new bank, a new adult bookstore, a new grocery store",disgust,neutral,neutral,0
112,What?!,surprise,anger,disgust,0
112,A new grocery store.,neutral,anger,neutral,0
112,The universe said I was going to meet a nice guy and that’s what they gave me?,anger,surprise,surprise,0
112,When I get up there I’m going to kick some ass.,anger,surprise,neutral,0
112,"Don’t worry Phoebe, you’re gonna meet someone. If I can meet a great guy, so can you.",neutral,no valid emotion found,disgust,0
112,"Yeah, we both can. And we both will.",neutral,anger,anger,0
112,"Oh, you didn’t have to come in with me.",neutral,joy,joy,0
112,Are you kidding? This is where they get out stains! Okay? This is like,joy,joy,neutral,0
112,"Oh, excuse me! I think you dropped s… Wow!",surprise,surprise,neutral,0
112,What?,surprise,anger,surprise,0
112,"I’m sorry, it’s just that you’re so incredibly beautiful.",surprise,surprise,surprise,0
112,"Oh yeah well, I’m sorry about that too, but what are you going to do?",neutral,surprise,anger,0
112,"I hope you don’t think I’m crazy but I feel like I was meant to pick this up, do you believe in that kind of thing?",joy,joy,joy,0
112,A little.   Now you’re talking.,neutral,surprise,neutral,0
112,Would you like to go out and have a cup of coffee?,neutral,surprise,surprise,0
112,I-I-I’d love to. Let me just tell my friend.,joy,joy,joy,0
112,"Ooh, an ink stain! Hey, can I watch how you get this out?",joy,joy,neutral,0
112,She must’ve left.,neutral,joy,joy,0
113,Monica! Stop throwing it so hard! We're on the same team!,anger,anger,surprise,0
113,Four hours? You guys have been doing this for four hours?,surprise,anger,anger,0
113,That's right baby.,joy,joy,neutral,0
113,"All right, let me in.",neutral,joy,neutral,0
113,No-no! Don't do it! Don't!,fear,neutral,neutral,0
113,What?,surprise,surprise,surprise,0
113,He's a dropper!,anger,surprise,surprise,0
113,"Oh yeah, that's right!",anger,surprise,surprise,0
113,I'm not a dropper!,anger,sadness,sadness,0
113,"It's really a uh-uh three person game, y'know?",neutral,sadness,surprise,0
113,It's throwing and catching!,anger,anger,anger,0
113,All right.,neutral,surprise,surprise,0
113,Oh! Oh! That's so hard.,surprise,joy,joy,0
113,"Whoa-whoa you guys, it's not a cat!",anger,fear,neutral,0
113,Oh my—Oh good God!,surprise,fear,fear,0
113,"I give up you guys, I don't know what I'm going to do with this thing!",anger,fear,surprise,0
113,"Baking it didn't help, huh?",neutral,surprise,surprise,0
114,"All right, well the place was closed. I’ll just copy it later.",neutral,surprise,surprise,0
114,"Or not. Uh, Rach, why don’t you just move in with me?",neutral,surprise,surprise,0
114,"Whoa! Whoa! Whoa, Joey!",surprise,surprise,fear,0
114,"No-no-no-no-no-no-no-no… It’s okay, I mean I—look Rach, I know I scared you off with that whole Naked Thursday’s thing, but we don’t have to do that!",neutral,surprise,surprise,0
114,"Well, it would be easier to move just right across the hall. Wait a minute, unless you’re thinking about Naked Wednesday’s.",neutral,anger,anger,0
114,"Thursday’s clearly not good for ya, pick a day!",joy,neutral,neutral,0
115,"So that’s two boxes of the Holiday Macaroons. On behalf of the Brown Birds of America, I salute you.",joy,anger,anger,0
115,"Just admit it Chandler, you have no backhand.",neutral,anger,anger,0
115,"Excuse me little one, I have a very solid backhand.",anger,anger,disgust,0
115,Shielding your face and shrieking like a girl... is not a backhand.,disgust,anger,surprise,0
115,I was shrieking... like a Marine.,neutral,joy,joy,0
115,All right here. Watch me execute the three ‘P’s of championship play. Power.  Precision.  and penache.,neutral,joy,joy,0
116,She's not much of a phone person.,neutral,anger,anger,0
116,"Yeah, so, uh, so, uh, what's the deal with this father guy, I mean, if someone was havin' my baby somewhere, I'd wanna know about it, you know?",neutral,anger,sadness,0
116,"Hey, Knick fan, am I interested in your views on fatherhood? Uh, no.",anger,anger,neutral,0
116,"Ok, look, maybe I should just go.",neutral,anger,anger,0
116,Maybe you should.,anger,surprise,anger,0
116,"Good luck, and uh, take care, huh?",sadness,neutral,neutral,0
116,You know what the Celtics problem is? They let the players run the team.,neutral,anger,anger,0
116,"Oh, that is so not true.",neutral,anger,disgust,0
116,"Oh, it is.",neutral,sadness,sadness,0
116,It isn't.,neutral,sadness,neutral,0
116,It is.,neutral,anger,neutral,0
116,Isn't!,anger,anger,anger,0
117,"Okay ladies, that ends today’s class, and let’s remember, let’s be safe out there.",neutral,surprise,anger,0
117,It’s a great class.,joy,surprise,surprise,0
117,Thanks.,neutral,neutral,neutral,0
117,"Yeah, yeah, I was watching.",neutral,joy,joy,0
117,"Umm, hey, a couple of questions though.",neutral,neutral,neutral,0
117,"Umm, about that-that-that last move where the woman tripped you and then pinned you to the floor, what-what-what-what would you do next?",fear,neutral,neutral,0
117,"Well, she would take her keys and try to jam them",neutral,neutral,neutral,0
117,No. No-no. No. What would,anger,anger,fear,0
117,Who? Me the attacker?,surprise,anger,neutral,0
118,"I’m sorry Chandler, y’know you are such a sweet guy and I, I don’t want to hurt you.",sadness,sadness,sadness,0
118,"Oh, I wish there was something I can do to make you feel better.",sadness,sadness,sadness,0
118,No-no—Really?!,surprise,fear,neutral,0
118,Of course!,joy,surprise,surprise,0
118,"Well, it just hurts so bad. I uh",sadness,surprise,neutral,0
118,"Ohh, I’m sorry.",sadness,surprise,fear,0
118,Well maybe there is one thing you can do.,neutral,surprise,surprise,0
118,What?! Anything! Anything!,joy,sadness,sadness,0
118,"Well, I umm, I mean this is just off the top of my head now, umm but I have this friend.",neutral,sadness,neutral,0
118,"This actor friend and he would kill me if he thought I was doing this umm, but umm would it be possible for him to get an audition for your movie say on Thursday?",fear,sadness,sadness,0
118,Absolutely! But you-you would really feel better about me rejecting you if your actor friend can audition for my movie?,surprise,surprise,surprise,0
118,"Well, the heart wants what it wants. I’ll see you later.",neutral,sadness,joy,0
119,"Okay, I got that. I’ll escape over there. I’ll come back over here. All right, come on",neutral,surprise,surprise,0
119,"Hey, you guys. Listen, I’m sorry that I was hogging the game before——Oh my God! Your friends have some unfortunate initials!",sadness,anger,anger,0
119,They’re all Chandler.,neutral,anger,anger,0
119,Chandler sucks! He couldn’t have gotten this good!,surprise,sadness,sadness,0
119,I did.  But it came at a price.,neutral,disgust,fear,0
119,But Ben is coming over tonight and he can’t see this.,fear,surprise,surprise,0
119,"Oh come on, by age seven kids have already seen orgies.  Was it just me?!",surprise,surprise,neutral,0
120,Sure!,joy,neutral,surprise,0
120,"Okay, I was thinking we should have a beautiful guest room, right?",neutral,anger,neutral,0
120,With a mahogany sleigh bed and bedside tables with flowers on them all the time!,joy,neutral,anger,0
120,And we could have a roll top desk with comment cards on them so people could say how much they loved staying here!!,joy,joy,neutral,0
120,"Okay, whatever, I really haven’t thought about it that much.",neutral,joy,joy,0
120,"Well, I like that idea.",joy,joy,neutral,0
120,Obviously!,joy,joy,joy,0
