episode,true_emotion,utterance,Predicted_Emotion,Second_Predicted_Emotion,window_size
3,powerful,Give me the dice.,scared,neutral,1
3,powerful,"No. Here. There. Ooh, double sixes.",joyful,neutral,1
3,neutral,"We can't scratch. You know we can't, we'll scar.",neutral,neutral,1
3,sad,"Uhh, I can't stop thinking about it. It's just so hard. I just wanna grab all these houses and rub 'em all over my body.",sad,neutral,1
3,powerful,No.,no valid emotion found in the response.,neutral,1
3,powerful,Give it.,sad,neutral,1
3,powerful,No.,neutral,neutral,1
3,powerful,"Yeah, come on. You know you want it, you know you want it too, come on. Let's just be bad, it'll feel so good.",scared,neutral,1
3,scared,Oh God help me.,mad,neutral,1
3,joyful,"Now do me, do my back. Oh come on, harder.",mad,sad,1
3,mad,"Oh, stop that, stop that right now.",joyful,sad,1
3,scared,"You know, I might have expected this of you Phoebe, but Ryan, you're a military man.",joyful,neutral,1
3,joyful,"You and Milton have to join us on the boat. Karen'll pack a lunch, you'll bring the kids, we'll make a day of it.",mad,neutral,1
3,joyful,"Oh, that sounds lovely. We're gonna have to set that up. Oh, I better get back. Hope the baby feels better.",mad,neutral,1
3,neutral,"Oh, thanks, thanks. Bye bye Jeannie.",powerful,neutral,1
3,neutral,Bye bye Joey.,mad,neutral,1
3,mad,What a phony.,neutral,neutral,1
3,mad,"Well, I'm sure you'll teach her a lesson when she steps off the dock onto nothing. Hey Mr. Douglas.",mad,joyful,1
3,neutral,Sir.,mad,neutral,1
3,mad,"Uh, listen Bing, I received your memo. So, we're not gonna receive the systems report until next Friday?",mad,neutral,1
3,neutral,Well the people in my group wanna spend the holiday weekend with their families.,mad,joyful,1
3,peaceful,"I have a family, I'm gonna be here.",sad,joyful,1
3,neutral,"Yeah Bing, what's that about?",sad,joyful,1
3,powerful,"It's about cutting my people a little slack, ya know, for morale. Look, if you wanna see some rough numbers, I can get them to you by Wednesday.",mad,neutral,1
3,mad,Rough numbers?,sad,joyful,1
3,neutral,This company was not built on rough numbers. Am I right Mr. Douglas.,mad,neutral,1
3,powerful,Have the final numbers on my desk by Tuesday.,joyful,peaceful,1
3,neutral,"Uh, if you say so sir.",sad,neutral,1
3,joyful,"Joseph's good, isn't he?",mad,scared,1
3,mad,"Well, I'm going to kill you.",joyful,mad,1
3,joyful,"Hey, hey, I just figure Joseph's the kinda guy that likes to mix it up. Ya know, get in there, ruffle some feathers.",joyful,neutral,1
3,neutral,Why?,joyful,neutral,1
3,powerful,"Look, I'm sorry but that's what Joseph does, ok. If you try to pull somethin', he'll call you on it. 'What're you tryin' to pull,' he'll say.",joyful,neutral,1
3,neutral,Hey. Mr. Douglas is looking for you.,mad,neutral,1
3,scared,Why? Wh- wh- why is Mr. Douglas looking for me?,sad,sad,1
3,powerful,'Cause he has a strong suspicion that you dropped the ball on the Lender project.,mad,joyful,1
3,scared,"Wha- wh- why, why, why does he suspect that?",mad,joyful,1
3,neutral,"Becasue at first he thought it was Joseph. But after he asked Joseph about it, turns out it was you. Anyway, I just thought you should know.",mad,neutral,1
3,powerful,"Alright, that's it. Look Joey, I'm sorry, I realize this is the role of a lifetime for ya, and if I could just fire Joseph, I would, but unfortunately that's not possible so I'm gonna have to let both of you go.",mad,neutral,1
3,neutral,"What're you talking about, everybody loves Joseph.",joyful,powerful,1
3,mad,"I don't, I hate Joseph, ok. I think he's a brown-nosing suck up.",mad,neutral,1
3,neutral,"Oh yeah. Well you can't fire Joseph. You know why, 'cause he's not in your department.",mad,neutral,1
3,mad,"Alright, ok, alright. So I can't fire Joseph but uh, I can sleep with his wife.",mad,neutral,1
3,neutral,Karen.,mad,powerful,1
3,powerful,"Yeah, Karen. I'm thinking about having an affair with her. Oh, you know what? I just did.",mad,neutral,1
3,sad,Ahh. What the hell are you doing to me man.,peaceful,neutral,1
3,powerful,"Oh well it's not me, it's my character, Chandy. Yeah the rogue processor who seduces his co-worker's wives for sport and then laughs about it the next day at the water cooler. In fact, I have her panties right there in my drawer.",sad,neutral,1
3,scared,Really?,no valid emotion found in the response.,joyful,1
3,mad,"No freakshow, she's fictional.",neutral,joyful,1
3,neutral,"Take it easy. If it means that much to you, I'll uh, I'll go find something else.",sad,joyful,1
3,peaceful,Thank you.,peaceful,joyful,1
3,powerful,"It's just that, I, I'm gonna miss Joseph. I liked him. His wife, she was hot.",mad,neutral,1
3,sad,Can I please take these off? I swear I won't scratch.,sad,joyful,1
3,neutral,"No sorry hon, Monica's orders.",sad,sad,1
3,neutral,Well that wasn't easy.,sad,joyful,1
3,neutral,"Ok, dinner's on.",sad,neutral,1
3,powerful,And there's a peach cobbler warming in the oven so the plate's gonna be hot but that shouldn't be a problem for you.,mad,joyful,1
3,neutral,"Alright you kids, bye now.",sad,neutral,1
3,neutral,Bye.,sad,neutral,1
3,joyful,"Oh look, a low budget puppet show.",neutral,scared,1
3,powerful,It's such a shame you can't see which finger I'm holding up.,neutral,neutral,1
3,neutral,Wine?,neutral,joyful,1
3,neutral,Please.,joyful,neutral,1
3,sad,"Oh, I spilled some.",joyful,joyful,1
3,neutral,I got it.,mad,neutral,1
3,joyful,"I must tell you, you look beautiful tonight.",scared,joyful,1
3,neutral,What?,neutral,joyful,1
3,joyful,Sorry. You look beautiful.,mad,neutral,1
3,peaceful,Oh.,joyful,neutral,1
3,powerful,"You know what, that's it, that's it.",joyful,neutral,1
3,neutral,"Monica, wake up. Monica.",neutral,joyful,1
3,neutral,What's up?,scared,scared,1
3,neutral,I thought of a thing.,scared,neutral,1
3,neutral,Yeah?,joyful,mad,1
3,neutral,"Yeah. I have to sleep, have to, on this side of the bed.",joyful,powerful,1
3,mad,No honey. You have to sleep on this side of the bed because I have to sleep on this side of the bed.,joyful,joyful,1
3,neutral,Or so I would have you believe.,neutral,neutral,1
3,peaceful,"No. Big deal, so you have a side of the bed, everybody has a side of the bed.",joyful,neutral,1
3,mad,"Hey come on, you haven't heard my reason yet.",joyful,neutral,1
3,neutral,"Alright, go on.",joyful,neutral,1
3,neutral,"Ok, I have to sleep on the west side because I grew up in California and otherwise the ocean would be on the wrong side.",neutral,joyful,1
3,joyful,"Oh my God, you're a freak.",neutral,neutral,1
3,neutral,Yeah. How 'bout that.,neutral,joyful,1
3,joyful,"So uh, Ryan, were you shipping off to?",joyful,neutral,1
3,neutral,I really can't say.,joyful,neutral,1
3,joyful,So do you have like any nuclear weapons on board?,joyful,mad,1
3,neutral,I can't say.,neutral,neutral,1
3,joyful,"Well do you get to look through one of those like, those periscope thingys.",neutral,neutral,1
3,neutral,"I'm sorry, but I can't say.",joyful,joyful,1
3,joyful,"Wow, it, it's neat learning about submarines.",joyful,neutral,1
3,neutral,"I better get out of here, I'm gonna miss my flight.",joyful,neutral,1
3,neutral,"Ok, I'll walk you out.",neutral,mad,1
3,sad,Bye Ryan.,mad,neutral,1
3,neutral,Pleasure.,sad,joyful,1
3,neutral,It was nice to meet you.,mad,neutral,1
3,neutral,Take care.,sad,neutral,1
3,joyful,"So do you uh, think we can get you one of those uh, uniform things?",no valid emotion found in the response.,neutral,1
3,joyful,You like that do ya?,mad,mad,1
3,joyful,Oh yeah.,sad,neutral,1
3,joyful,I'll make some calls.,sad,joyful,1
3,joyful,Ok.,sad,scared,1
3,joyful,Can you believe how we spent our two weeks together?,neutral,joyful,1
3,sad,"I know. We didn't do any of the romantic things I had planned, like having a picnic at Central Park and ya know, coffee at Central Perk. Oh I just got that.",neutral,neutral,1
3,neutral,Taxi.,joyful,mad,1
3,joyful,Bye you.,mad,mad,1
3,neutral,"Oh I'm sorry, we're clo-... Hey sailor.",neutral,joyful,1
3,neutral,Is this what you had in mind?,joyful,scared,1
3,neutral,I'll say.,neutral,joyful,1
3,neutral,I'm shipping out tomorrow.,joyful,mad,1
3,neutral,"Well then uh, we better make this night count. Oh wait, I forgot to turn off the cappucino machine. Anchors away. Oh no no, my purse, my purse, my purse, my purse, my purse, my pu rse. Oh, you know what. I forgot to turn off the bathroom light.",neutral,neutral,1
3,neutral,"Alright you know, why don't I just meet you upstairs.",neutral,joyful,1
4,joyful,Here you go Pheebs. Who else wants one of my special homemade brownies?,scared,neutral,1
4,peaceful,I will have one.,neutral,neutral,1
4,peaceful,"Okay, I'm not gonna have one.",neutral,neutral,1
4,peaceful,Neither will I.,neutral,sad,1
4,mad,"No, no, it's just my tooth.",neutral,neutral,1
4,joyful,All right I'll have one.,neutral,scared,1
4,peaceful,"So what's a matter, you need a dentist? I've got a good one.",sad,joyful,1
4,scared,"No thanks, I have a good one too. I just, I, I can't see him.",joyful,neutral,1
4,joyful,See that is the problem with invisible dentists.,joyful,sad,1
4,scared,Why? Why can't you go to him?,joyful,neutral,1
4,scared,"Because, every time I go to the dentist, somebody dies.",joyful,mad,1
4,scared,"That is so weird, because every time I go to the dentist, I look down the hygienist's blouse.",neutral,neutral,1
4,scared,"Phoebe, what? Umm...what?!",mad,neutral,1
4,scared,"Yeah, yeah, first there was my aunt Mary, and then there was umm, John, my mailman, and then my, my cowboy friend 'Albino Bob'.",neutral,neutral,1
4,scared,And all these people actually died?,neutral,neutral,1
4,scared,"Yes, while I was in the chair! That's why I take such good care of my teeth now, y'know, it's not about oral hygiene, I floss to save lives!",sad,scared,1
4,powerful,"Pheebs, come on, you didn't kill anybody, these people just happened to die when you went to the dentist. It's, it's, it's just ah, a coincidence.",sad,peaceful,1
4,sad,"Well tell that to them. Oh! You can't, their dead.",sad,mad,1
4,peaceful,"Thanks, Gunther. Hey! Umm, can I get a napkin too?",joyful,neutral,1
4,neutral,"Oh, like you don't already have everything.",powerful,mad,1
4,joyful,Ow! Ow!,joyful,neutral,1
4,sad,"Phoebe, your in pain, would you just go to the dentist, just go.",scared,neutral,1
4,sad,"All right, fine, fine, but if you're my next victim, don't come back as a poltergeist and like suck me into the TV set.",joyful,neutral,1
4,peaceful,I promise.,joyful,neutral,1
4,sad,"Although, don't feel like you can't visit.",joyful,neutral,1
4,joyful,"Hey, is, is, is Chandler here?",joyful,sad,1
4,joyful,"No, no he's not.",joyful,scared,1
4,mad,"You guys, Joey just saw Janice kissing her ex-husband.",joyful,scared,1
4,scared,"What? So what are you going to do? I mean how, how are you going to tell Chandler?",joyful,scared,1
4,scared,"Well, I was thinking about that and I, I think the best way would be, to not.",neutral,mad,1
4,neutral,"Joey, you can't keep this to yourself, if you know about this, you have to tell him.",powerful,mad,1
4,mad,"It'll kill him. I mean it'll, it'll just kill him.",neutral,mad,1
4,mad,"Well, you could wait 'til I go to the dentist, maybe I'll kill him.",neutral,neutral,1
4,mad,Ewww! Ugly Naked Guy is using his new hammock. It's like a Play-Doo Fat Factory.,neutral,scared,1
4,scared,"Well, I'm going to the dentist, so listen, okay, just be on the look out for anything that, that, that you can fall into, or, or that can fall on you, or... All right, just look out! Okay, And um, I also just wanna, I just wanna tell you all that um......",neutral,neutral,1
4,peaceful,"Okay, I have a problem I have to go into work for a few hours, some kids messed up the Homo Sapien display.",neutral,sad,1
4,neutral,What did they do?,neutral,neutral,1
4,mad,"Well, they painted over the word 'Sapien' for one thing, then they rearranged the figures, let's just leave it at that.",neutral,sad,1
4,peaceful,"So, do you want me to watch Ben for you?",neutral,sad,1
4,powerful,"Yes, that's what I was going to ask, thank you.",neutral,sad,1
4,scared,Whoa! Wait! Hello! What about me?,neutral,neutral,1
4,scared,"You? You! Want to watch Ben? Yes! That'd be great, no, I just wanted to ask Monica, because I know how empty her life is.",neutral,neutral,1
4,neutral,"Hey-hey, Ross?",joyful,sad,1
4,neutral,Yeah.,joyful,mad,1
4,neutral,I've got a science question.,neutral,sad,1
4,neutral,Hmm?,joyful,sad,1
4,neutral,"If the Homo Sapiens, were in fact 'Homo-sapien', is that why there extinct?",joyful,sad,1
4,peaceful,"Joey, Homo Sapiens are people.",mad,mad,1
4,neutral,"Hey-hey, I'm not judging.",joyful,scared,1
4,neutral,"Hey! Hold on a minute, hold on a second. Do you think these pearls are nice?",joyful,mad,1
4,joyful,I'd really prefer a mountain bike.,joyful,neutral,1
4,peaceful,"Janice's birthday is coming up, I want to get her something speacial. Come in here with me.",neutral,mad,1
4,peaceful,"Whoa, whoa, whoa, wait, whoa. Do you ah, want to get her something speacial, get her flowers, get her candy, get her gum, girls love gum.",joyful,sad,1
4,peaceful,"That's a good idea, 'Dear Janice have a Hubba-Bubba birthday'. I would like to get her something serious.",joyful,neutral,1
4,peaceful,"Oh, you want something serious. Y'know what you should do, you should get her one of those um, barium enemas. Those are dead serious.",joyful,powerful,1
4,peaceful,"All right. Look, I'm gonna go in here, and you don't buy me anything ever.",mad,mad,1
4,scared,"No, no, you can't, you can't, okay, you can't, you can't buy her pearls, you just can't, you can't, you can't.",joyful,mad,1
4,peaceful,Why not?!,joyful,scared,1
4,scared,"Oh God. Uh, okay, here's the thing, this is the thing, okay, the thing is...",joyful,joyful,1
4,peaceful,What is the thing?,mad,sad,1
4,scared,"Okay. I went down to the 'Mattress King' showroom and, and I saw Janice, kissing her ex-husband.",mad,neutral,1
4,mad,What?,mad,sad,1
4,scared,They were in his office.,neutral,neutral,1
4,sad,"Well she, she wouldn't do that, she's with, she's with me.",sad,mad,1
4,peaceful,"I'm telling you man, I saw it.",sad,joyful,1
4,mad,"Yeah, well, you're wrong! Okay, you're wrong.",sad,joyful,1
4,powerful,"I'm not wrong! I wish I was. I'm sorry. Bet that barium enema doesn't sound so bad now, huh?",sad,joyful,1
4,peaceful,It just makes more sense as an ensemble.,sad,neutral,1
4,neutral,Right.,mad,joyful,1
4,neutral,"Besides, it takes the focus off the hat.",mad,neutral,1
4,scared,No! Oh! You're alive! You're alive!,mad,joyful,1
4,peaceful,"See Pheebs, I promised you no one would die, didn't I?",neutral,joyful,1
4,scared,"Yeah, well, we'll see about that. Can I use your phone? I just wanna call everyone I know.",powerful,neutral,1
4,scared,"Sure, we have no money, go ahead.",joyful,joyful,1
4,joyful,"'Hey! You're not dead! Okay, see ya!'",neutral,joyful,1
4,neutral,Monica.,neutral,joyful,1
4,joyful,Oh my God! He just said my name! Did you hear that?,joyful,neutral,1
4,joyful,Monica bang!,joyful,neutral,1
4,peaceful,"Okay, I heard that.",sad,neutral,1
4,scared,Did he just say 'Monica bang'?,mad,neutral,1
4,scared,Uh-huh.,neutral,neutral,1
4,scared,Oh my God! He's gonna rat me out!,sad,neutral,1
4,powerful,Monica bang!,sad,neutral,1
4,joyful,"Oh-ho-ho, sweetie, sweetie, you gotta stop saying that, now. It's no big deal, it's not even worth mentioning, you see we all do it all the time. See watch this, Ben, Ben, Ben. Ow, Monica bang! Everybody bang. Ben bang. Rachel bang. Bang, Rachel bang! Oh, isn't that fun?",neutral,neutral,1
4,scared,"Look at that! Look at that! We all do it. Okay, I'm stopping now.",joyful,scared,1
4,sad,You okay?,joyful,joyful,1
4,powerful,"Oh yeah! Y'know, if it's not a headboard, it's just not worth it.",joyful,scared,1
4,joyful,How's my Bing-a-ling?,sad,sad,1
4,mad,"Ah, I don't know, you tell me. Anything you ah, wanna tell me, because, if you ah, you should, if you, you would, tell me.",mad,sad,1
4,neutral,Why are your eyes so white?,mad,joyful,1
4,mad,"You tell me! Maybe, it's because I was just fooling with my ex! Oh no-no-no-no, no-no-no-no, that was you!!",mad,neutral,1
4,scared,Oh my God!!,joyful,sad,1
4,mad,All right!,mad,neutral,1
4,powerful,How did you know?,mad,mad,1
4,mad,"Joey told me, he saw you two kissing.",neutral,scared,1
4,scared,In the park?,mad,mad,1
4,neutral,No! In his office! How many kisses were there?,mad,neutral,1
4,joyful,Just those two!,joyful,neutral,1
4,mad,"Wh-wh-why, wh-why, why, why was there kissing!? There should be no kissing!!",scared,neutral,1
4,scared,"Oh, I'm sorry honey, I'm so, so, haaaaa! I'm so, so sorry, I just haaaaaa! But I, oh what happened was, I-I-I can't breathe. Can you get me a bag, or something?",scared,neutral,1
4,neutral,Here.,mad,neutral,1
4,scared,The receipt.,sad,neutral,1
4,powerful,"I'll take it! All right look, I gotta know. Are you finished with me? Are you finished with him? Do you still love him? Do you still love me? All right look, I'm gonna need an actual answer here okay, so which is it, him or me?",sad,neutral,1
4,scared,I don't know.,mad,scared,1
4,mad,Okay. If you're alive you answer your phone!,neutral,scared,1
4,joyful,"Hey! Y'know how we ah, save all those chopsticks for no reason we get when we get Chinese food?",sad,scared,1
4,powerful,Yeah.,mad,mad,1
4,powerful,"Well, now we got a reason.",sad,joyful,1
4,neutral,What?,sad,scared,1
4,powerful,"Well, we're fashioning a very long poking device.",neutral,neutral,1
4,neutral,All right.,sad,neutral,1
4,neutral,"Hey uh, what's a matter?",sad,mad,1
4,neutral,I talked to Janice.,sad,neutral,1
4,scared,"Oh my God, is she going back to him?",mad,neutral,1
4,mad,"She doesn't know. Says she loves us both. Y'know I woke up this morning and I was in love, well I was happy. Y'know it serves me right for buying that twelve pack of condoms. And now I can't even return them, because she choked on the reciept!",sad,mad,1
4,sad,"What are you ah, what are you gonna do?",neutral,sad,1
4,sad,"I don't know, y'know. What, what, would you do?",sad,neutral,1
4,neutral,"Well, it doesn't matter what I would do.",sad,neutral,1
4,scared,"Come on, tell me.",mad,neutral,1
4,neutral,"All right, you're probably not gonna want to hear this but ah, if it was me, and this is just me, I would ah, I would bow out.",no valid emotion found in the response.,neutral,1
4,scared,"What? What are you, what are you talking about?",no valid emotion found in the response.,neutral,1
4,joyful,"They have a kid together, y'know. They're like, they're like a family, and if, I don't know, there's chance they could make that work, I know I wouldn't want to be the guy who stood in the way of that. Are you okay? Do you wanna ah, come poke a nude guy?",mad,neutral,1
4,scared,"Well, he's finally alseep. About that ah, bump on his head?",mad,neutral,1
4,scared,"Are you, are you, are you sure it's ah, a new bump? I mean, no offense, I've always thought of Ben as a fairly bumpy headed child.",mad,neutral,1
4,powerful,"It's okay if he bumps his head, kids bump their heads all the time, y'know, it was your first time babysitting, I figured you did the best you could.",mad,neutral,1
4,powerful,I did!,mad,joyful,1
4,powerful,I know! I'm saying you have to watch them all the time.,sad,neutral,1
4,powerful,I did!! I watched! I watched! I watched Monica bang his head against that thing!,neutral,neutral,1
4,mad,Monica did it?,sad,joyful,1
4,mad,Monica?,neutral,mad,1
4,peaceful,Yeah.,sad,mad,1
4,scared,"Umm, did you notice anything wierd about Ben today?",sad,mad,1
4,neutral,No. Why?,sad,neutral,1
4,scared,"Well, I was just playing with him, and y'know we were doing the alphabet song, which he used to be really good at, but suddenly he's leaving out 'e' and 'f.' It's like they just ah, I don't know, fell out of his head.",mad,neutral,1
4,scared,Really?!,mad,mad,1
4,scared,"Oh, and also, he's, he's walkin' kind of funny, his left leg is moving a lot faster than his right leg, and he's in there just sort of y'know...",mad,mad,1
4,scared,"Oh my God, I wrecked your baby!!",mad,neutral,1
4,mad,I hope it's still funny when you're in hell.,mad,sad,1
4,mad,You jerk! You know how much I love that kid!,mad,mad,1
4,joyful,Monica bang! Monica bang! Ow!,no valid emotion found in the response.,mad,1
4,neutral,I'll get the hat.,mad,sad,1
4,scared,"Janice, I have something I need to tell you, and I want you to let me get through it, because it's, it's, it's not gonna be easy.",mad,neutral,1
4,neutral,Okay.,no valid emotion found in the response.,neutral,1
4,powerful,"I think you should go back with Gary. I don't wanna be the guy that breaks up a family, y'know when my parents split up, it was because of that guy. Whenever I would see him I was always think y'know 'You're the reason, you are the reason why their not together.' and I hated that guy. And it didn't matter how nice he was, or how happy he made my Dad.",sad,neutral,1
4,scared,Wow!,sad,joyful,1
4,powerful,"Yeah, well. It's the right thing to do.",joyful,joyful,1
4,sad,"Oh! You're right. Oh God. But, before I can say 'good-bye', there's something I really need you to know, Chandler. The way I feel about you, it's like, I finally understand what Lionel Richie's been singing about. Y'know, I mean what we have, it's like movie love, you're my soulmate, and I can't believe we're not going to be spending the rest of our lives together.",mad,scared,1
4,scared,Then don't leave me!,mad,neutral,1
4,scared,What?,joyful,joyful,1
4,scared,"Forget what I said, I was babbling! Pick me!",mad,joyful,1
4,sad,"No, you were right, you were right. I mean, I-I-I've got to give my marriage another chance.",mad,joyful,1
4,scared,"No you don't! No, no, no, I say you have to give your divorce another chance.",mad,joyful,1
4,sad,I'm sorry.,mad,neutral,1
4,scared,Ohhh. Don't go.,mad,neutral,1
4,scared,"No, I-I-I gotta go.",mad,scared,1
4,scared,No. No! No! No!,mad,scared,1
4,peaceful,"Honey, honey, people are looking.",mad,joyful,1
4,scared,I don't care! I don't care!!,joyful,joyful,1
4,powerful,"Yeah, um, I'm, I'm leaving now.",no valid emotion found in the response.,joyful,1
4,sad,You can't leave! I have your shoe!,mad,neutral,1
4,sad,Good-bye Chandler Bing.,powerful,joyful,1
4,neutral,Rachel has those in burgendy.,powerful,joyful,1
4,scared,"All right now remember, something this big and long is going to be difficult to manuver, fortunately I have a lot of experience in that area.",sad,mad,1
4,scared,"Can we please focus here, a naked man's life hangs in the balance!",neutral,neutral,1
4,scared,I'm telling you he's dead. What we are about to have here is a dead fat guy on a stick.,mad,mad,1
4,scared,"All right, ladies and gentlemen, let's poke. Steady. Steady. Okay, a little higher. Careful of the angle. Okay, okay, we're approaching the window Thread the needle. Thread the needle.",neutral,joyful,1
4,scared,He's alive! He's a-live!!!,neutral,neutral,1
4,scared,"And yet, we're still poking him.",neutral,neutral,1
4,scared,"Okay, retract the device, retract the device.",sad,neutral,1
4,scared,He does not look happy.,mad,neutral,1
4,scared,"Hey-hey, now he's showing us his poking device.",mad,mad,1
4,powerful,"Hey, that's never gonna make it all the way over here, buddy!",mad,mad,1
4,powerful,I'll hold you close in my arms. I can't resist your charms. And love....,sad,mad,1
4,powerful,Love....,joyful,scared,1
4,peaceful,"I'll be a fool for you. I'm sure, you know I don't mind.",scared,neutral,1
4,powerful,No you know I don't mind.,mad,neutral,1
4,sad,Yes! You mean the world the world to me. Oh...,neutral,mad,1
4,powerful,I know.,sad,neutral,1
4,powerful,I know.,joyful,mad,1
4,powerful,I've found.,joyful,neutral,1
4,powerful,I've found....,mad,neutral,1
4,powerful,"...in you, my endless love. My endless love.",neutral,neutral,1
5,joyful,"Wait a minute, wait. You're telling me this actress person is the only woman you ever wanted who didn't want you back?!",joyful,neutral,1
5,joyful,Yeah! Oh my God! Is this what it's like to be you?,neutral,joyful,1
5,joyful,"Wow, you're really crazy about her, huh?",neutral,joyful,1
5,joyful,"Oh, you have no idea. And-and when we're on stage I get to-to kiss her and-and touch her, but then she goes home with the director, and it's like somebody's ripping out my heart!",neutral,joyful,1
5,joyful,"Oh, it's so great to see you feeling like this!",joyful,joyful,1
5,joyful,Hey!,sad,joyful,1
5,joyful,Hey!,joyful,joyful,1
5,sad,"Monica, uh Dad called this morning and ah, Aunt Silvia passed away.",no valid emotion found in the response.,neutral,1
5,joyful,"Yes!! Yes! Yeah, yeah, yeah!",joyful,joyful,1
5,sad,We were all pretty shaken up about it.,mad,joyful,1
5,neutral,"Wait, am I missing something though? 'Cause I thought death was something that's supposed to be sad, in a way.",mad,joyful,1
5,neutral,"Well ah, Aunt Silvia was, well not a nice person.",mad,scared,1
5,joyful,"Oh, she was a cruel, cranky, old bitch! And I'm sorry she died. Did Dad say I get the dollhouse?",mad,neutral,1
5,neutral,You get the dollhouse.,mad,neutral,1
5,joyful,I get the dollhouse!,sad,joyful,1
5,neutral,"Wow, a house for dolls, that is so cool! When I was kid, I had a barrel.",neutral,neutral,1
5,neutral,"Uh, Pheebs, you had a barrel for a dollhouse?",mad,mad,1
5,neutral,"No, just a barrel.",mad,joyful,1
5,joyful,"Y'know what, you can play with my dollhouse.",mad,neutral,1
5,joyful,Really?! Really?!,neutral,joyful,1
5,joyful,"Any time you want. Y'know, when I was younger, all I wanted to do was to play with this dollhouse, but no!! It was to be looked at, but never played with.",scared,joyful,1
5,joyful,My Grandmother used to say that exact same thing to me.,mad,joyful,1
5,joyful,"Hey, Sophie!",joyful,neutral,1
5,joyful,"Hey, Rach!",sad,joyful,1
5,neutral,Hey.,mad,joyful,1
5,neutral,Hey.,neutral,mad,1
5,joyful,"Thanks for lunch, Chandler. Y'know, you didn't have to walk me all the way back up here.",neutral,neutral,1
5,neutral,"Oh, that's-that's okay, no problem.",neutral,neutral,1
5,joyful,"Honey um, honey, you do realise that we don't keep the women's lingerie here in the office?",joyful,neutral,1
5,neutral,"Yes, I realise that.",mad,neutral,1
5,joyful,Summer catalogue!,mad,neutral,1
5,joyful,That's the stuff!,neutral,neutral,1
5,powerful,"Rachel, I need the Versachi invoice. Hello! You don't work for me.",joyful,joyful,1
5,neutral,"Joanna, this is my friend Chandler Bing Joanna.",joyful,joyful,1
5,joyful,Bing! That's a great name.,mad,joyful,1
5,joyful,"Thanks, it's ah, Gaelic, for 'Thy turkey's done.' So ah, I'm gonna go, nice, nice meeting you.",joyful,joyful,1
5,joyful,Me too.,joyful,joyful,1
5,joyful,"Bye, Chandler.",neutral,peaceful,1
5,neutral,"So ah, what's wrong with him?",neutral,mad,1
5,neutral,"Oh, nothing, he's just goofy like that, I actually, hardly notice it anymore.",sad,neutral,1
5,scared,"Oh no, no-no-no, is he ah, married, or involved with anyone?",neutral,neutral,1
5,neutral,"No!! No! He's not married, or involved, with anyone!",peaceful,mad,1
5,neutral,"Oh, Rachel, actually, y'know what, forget it.",neutral,neutral,1
5,neutral,"Well, I'll ask him for you, if you want me too?",peaceful,neutral,1
5,sad,"Would you? Or, is it just to sad and desperate, and y'know something that Sophie would do?",sad,neutral,1
5,mad,"Uh, uh, uh, I am here.",sad,mad,1
5,powerful,I know that.,sad,neutral,1
5,joyful,"Hey, Kate!",sad,neutral,1
5,sad,Morning.,neutral,mad,1
5,neutral,"Listen, I ah, went to that restaurant that you were talking about last week...",sad,powerful,1
5,joyful,"Hey, lovely! Come, talk to me a minute!",sad,mad,1
5,sad,"And I ate the food, I had the fish, it was good, yeah. It was good, yeah...",sad,neutral,1
5,neutral,"Hi, oh, I'm Lauren, Kate's understudy.",sad,mad,1
5,peaceful,"Oh, hey! Joey Tribbiani.",mad,neutral,1
5,joyful,I know! I-I'm a big fan of yours.,mad,mad,1
5,joyful,What?!,mad,neutral,1
5,joyful,"I used to umm, schedule my classes so I could watch Dr. Drake Remoray on Days of Our Lives.",joyful,neutral,1
5,joyful,"Get out of here, really?!",joyful,mad,1
5,joyful,Absolutely!,joyful,sad,1
5,neutral,Yeah?,joyful,mad,1
5,sad,"Oh but then, they went and dropped you down that elevator shaft.",sad,neutral,1
5,sad,They gave me the shaft all right.,sad,mad,1
5,scared,"Oh, you're so funny. Listen, umm, what are you doing after rehearsals? Do you want to get a drink, or something?",mad,mad,1
5,neutral,"Well Ahh, yeah! Yeah, sure, a drink sounds great.",joyful,neutral,1
5,joyful,Cool! I-I'll see you then.,joyful,mad,1
5,peaceful,All right.,joyful,mad,1
5,neutral,"All right, it's time to act, my talking props.",joyful,mad,1
5,joyful,Hey!,neutral,neutral,1
5,joyful,Hey!,neutral,mad,1
5,joyful,"Look everybody, look at my new dollhouse!!",neutral,neutral,1
5,joyful,Wow!!,neutral,neutral,1
5,joyful,"Look, look!",neutral,neutral,1
5,neutral,"Hey, what's this?!",mad,neutral,1
5,joyful,"Oh, okay, it's the slide instead of stairs. Watch this.",neutral,neutral,1
5,peaceful,"It's very interesting, Phoebe.",joyful,neutral,1
5,neutral,What's this?,mad,scared,1
5,joyful,"The Licorice Room, you can eat all the furniture. And, when guests come over, they can stay on the tootsie roll-away bed.",sad,mad,1
5,joyful,This is the coolest house ever!!,mad,sad,1
5,joyful,"Hey, does anybody want to join me in the aroma room?",joyful,mad,1
5,joyful,All right!,joyful,neutral,1
5,joyful,I would!,neutral,neutral,1
5,powerful,"Hey, guys, guys, did you see my new, china cabinet?!",sad,neutral,1
5,neutral,Uh-huh.,sad,joyful,1
5,joyful,"Watch, watch.",sad,scared,1
5,joyful,Ooohhhh!!,peaceful,neutral,1
5,joyful,"And, and!",sad,neutral,1
