Dialogue_ID,Utterance,true_emotion,Predicted_Emotion,window_size
52,Damnit!,anger,fear,3
53,Look what I got! Look what I got! Look what I got!  Can you believe they make these for little people?,surprise,joy,3
53,Little village people.,neutral,joy,3
53,"Okay, look at this one. This is my favourite.",joy,sadness,3
53,"Oh, that is so sweet!",joy,sadness,3
53,I know! Phoebe is gonna love dressing them in these!,joy,surprise,3
53,"Huh. Except, Phoebe’s not gonna be the one that gets to dress them.",neutral,surprise,3
53,Because she’s not gonna get to keep the babies.,sadness,joy,3
53,Oh my God! We are throwing the most depressing baby shower ever!,sadness,neutral,3
53,Wait a minute!,surprise,joy,3
53,"Unless, we give her all gifts she can use after she’s done being pregnant.",joy,joy,3
53,"Like-like umm, regular coffee, Tequila.",neutral,joy,3
53,"Oh, and somebody can get those leather pants she’s always wanted!",joy,joy,3
53,"Oh, she’s gonna love that!",joy,joy,3
54,Okay you two are asking the court for an annulment?,neutral,disgust,3
54,"Yes your honor, and here are, are forms, all filled out.",neutral,surprise,3
54,So based on your petition you are seeking an annulment on the grounds that Mr. Geller is mentally unstable.,neutral,disgust,3
54,"Fine, I’m mentally unstable.",anger,anger,3
54,And based on the fact that Mr. Geller is intravenous drug user.,neutral,disgust,3
54,What?!,surprise,disgust,3
54,"Uh yes, heroin and crack.",neutral,disgust,3
54,Crack isn’t even an intravenous drug!,anger,surprise,3
54,"Well, you would know.",neutral,neutral,3
54,Now it also says here that you lied about your sexual preference before marriage?,neutral,neutral,3
54,"Oh, come on!",sadness,surprise,3
54,"Ross, please, I found the magazines!",sadness,neutral,3
55,Phoebe just because I'm alone doesn’t mean I wanna walk around naked.,neutral,neutral,3
55,"I mean, you live alone, you don't walk around naked.",neutral,joy,3
55,Uh-huh! Why do you think it takes me so long to answer the door?,joy,neutral,3
56,"I know, I lied! I didn’t want her to think I was a terrible mother! I can’t even see my own baby!",sadness,joy,3
56,"Oh sure, come here!  Sure you can! Uh, look come here look,  it’s-it’s-it’s, it’s right there .",neutral,joy,3
56,"Oh. Oh, it’s beautiful. I see it now.",joy,joy,3
56,Do you really?,neutral,joy,3
56,"No, I don’t see it!",anger,joy,3
56,"Come on! Come on! Here, okay-okay, you see this?  This tiny thing that looks like a peanut?",joy,sadness,3
56,Yeah.,neutral,joy,3
56,Sweetie that’s it.,joy,joy,3
56,"That’s it? Well I saw that! Ohh-ohh-oh, thank you.",joy,joy,3
56,You’re welcome.,neutral,surprise,3
56,Wow! I can’t believe that’s our baby.,surprise,joy,3
56,"Yeah, that’s our baby.",joy,neutral,3
57,Gin.,neutral,joy,3
57,"We were playing Gin? Y'know if we were a couple, we could play this game naked.",joy,anger,3
57,Will you stop!,joy,neutral,3
57,Okay. All right.,neutral,joy,3
57,"Okay, all right, I think you’re great, I think you’re sweet, and you’re smart, and I love you.",joy,disgust,3
57,But you will always be the guy who peed on me.,disgust,joy,3
58,Hey!,joy,neutral,3
58,Hey!,joy,neutral,3
58,Let me tell you about this chick I scored with last night! Oh no wait a minute that was you!,joy,neutral,3
58,"Hey, check me out, I’m a slut!",joy,neutral,3
58,"So you uh, want to do something tonight?",neutral,neutral,3
58,Oh I can’t. Dr. Roger is coming over again.,neutral,joy,3
58,Oh.,neutral,joy,3
58,Oh right!,surprise,joy,3
58,Right!,surprise,neutral,3
58,"Because you’re still seeing him and uh, he’s a good guy.",sadness,joy,3
58,"I mean, I remember a time when",sadness,disgust,3
58,Are you okay?,neutral,disgust,3
58,"Yeah! Totally! Totally, and you?",joy,disgust,3
58,"Great! It’s so amazing! I mean, last time Dr. Roger came over, I was",joy,joy,3
58,I bet he can.,neutral,neutral,3
58,"Y’know, I don’t have an appointment, but I sure could use a physical.  Are you sure you’re okay?",neutral,neutral,3
58,"Oh yeah! Yeah! Don’t worry about me, I’ll be fine!",sadness,neutral,3
59,You got the clothes clean. Now that's the important part.,neutral,neutral,3
59,"Oh, I guess. Except everything looks like jammies now.",neutral,neutral,3
59,"Whoa, I'm sorry. Excuse me. We had this cart.",anger,neutral,3
60,"Yeah, but what if it's not? What if there    is a reason why we can't have a baby?",fear,disgust,3
60,"Oh, Chandler, look. You and Monica are meant to have children.    I am sure it's gonna be just fine.",neutral,surprise,3
60,"oh, oh, yeah, ok, thanks.",joy,fear,3
60,I can't believe    I didn't even think of that.,surprise,joy,3
60,I guess I was just so worried about having to...    come here and do... 'that'...,sadness,neutral,3
60,"What, you can do it in the parking lot of a Taco Bell, but you    can't do it at a doctor's office?",anger,surprise,3
60,"It was a ""Wendy's!!    """,anger,fear,3
61,"...and then Zana, just let one rip!!",surprise,disgust,3
61,"Look, not that I enjoy talking about people who I went to high school with, ‘cause I do, but umm, maybe we could talk about something else?",disgust,neutral,3
61,"Like you, I don’t even know where you work?",surprise,joy,3
62,Yeah.,neutral,neutral,3
62,"Yeah. Well, I think our second fight is going to be a",anger,neutral,3
63,Hey.,neutral,joy,3
63,Hey!,neutral,neutral,3
64,"So, you stole my joke, and you stole my money.",anger,neutral,3
64,"Well, I was going to stick it in the ATM, but now I think I’ll show the sexy teller that I am a published writer.",neutral,sadness,3
64,"Well, she is going to know that you stole the joke.",anger,neutral,3
64,"Oh, what are you going to do, follow me down there?",anger,neutral,3
64,Yeah!,anger,joy,3
64,"Well, I’m not going to go now anyway .",neutral,sadness,3
64,Okay .,neutral,neutral,3
64,Here you go.,neutral,surprise,3
64,"Ah, Gunther, I can’t pay for this right now because I’m not working, so I’ve had to cut down on some luxuries like uh, payin’ for stuff.",neutral,neutral,3
64,"Well, if you want, you can work here.",neutral,neutral,3
64,"Uh, I don’t know.",neutral,anger,3
64,"Ya see, it’s just, see I was a regular on a soap opera y’know?",neutral,joy,3
64,"And to go from that to this, I just… Plus, I’d have to wait on all my friends.",sadness,anger,3
64,"Okay, but the money’s good, plus you get to stare at Rachel as much as you want.",neutral,anger,3
64,What?!,surprise,joy,3
64,Flexible hours.,neutral,neutral,3
64,Maybe I could be a waiter. Could I use the phone?,neutral,neutral,3
65,I have no name.,neutral,surprise,3
65,"All right, so, what are we supposed to call you?",neutral,surprise,3
65,"Okay uh, for now, temporarily, you can call me, Clint.",neutral,joy,3
65,No way are you cool enough to pull of Clint.,disgust,surprise,3
65,"Okay, so what name am I cool enough to pull off?",surprise,neutral,3
65,"Umm, Gene.",neutral,neutral,3
65,It’s Clint. It’s Clint!,anger,surprise,3
65,"See you later, Gene.",neutral,disgust,3
65,"Bye, Gene.",neutral,surprise,3
65,It’s Clint!,anger,neutral,3
65,What’s up with Gene?,surprise,surprise,3
66,Welcome to Las Vegas.,neutral,joy,3
66,Thank you!  Enjoy your flight?,joy,joy,3
66,"Yes, I did. Thank you very much, it was excellent.",joy,joy,3
66,Hope you had a nice flight.,neutral,joy,3
66,"Ohh, it was the best!",joy,joy,3
67,"Oh, Larry.",neutral,joy,3
67,"Umm, do health inspectors work on commission?",neutral,surprise,3
67,"No, bribes.",neutral,disgust,3
67,It's okay to laugh right?,joy,joy,3
68,Come on Joey!!!,anger,anger,3
68,"Rach, I told you everything I knew last night!",anger,surprise,3
68,"Look, it's not that big of a deal, so Monica and Chandler are doing it.",neutral,anger,3
68,I can't believe you would say that!,sadness,neutral,3
68,Sorry. Monica and Chandler are making love.,neutral,neutral,3
68,No! I mean come on! This is a,anger,neutral,3
68,I don't know.,neutral,neutral,3
68,Is he romantic with her?,joy,neutral,3
68,I don't know.,neutral,disgust,3
68,Are they in love?,joy,surprise,3
68,I don't know.,neutral,surprise,3
68,You don't know anything.,anger,disgust,3
68,"Ohh, I know one thing!",joy,joy,3
68,What?,joy,neutral,3
68,They did it right there on the couch.,neutral,neutral,3
69,"Excuse me, look, we've been here for over an hour, and a lot of people less sick than my friend have gone in.",anger,sadness,3
69,"I mean, that guy with the toe thing?",anger,sadness,3
69,Who's he sleeping with?,neutral,sadness,3
69,"Oh, c'mon Dora, don't be mad...",neutral,anger,3
69,"I know we both said some things we didn't mean, but that doesn't mean we still don't love each other.",neutral,neutral,3
69,"Y'know, I feel like I've lost her..  Ba-!",joy,disgust,3
70,"So you see, Molly, what people don't understand is that acting    is a discipline. It takes a lot of hard work.",neutral,anger,3
70,So where did you study?,neutral,neutral,3
70,"Oh, I didn't go to college.",neutral,surprise,3
70,"No, where did you study acting?",neutral,neutral,3
70,Molly ... people don't study acting ...,neutral,sadness,3
70,"Molly, ah, do you mind giving us just a minute?",neutral,sadness,3
70,"Sure, I'll go check on Emma.",neutral,anger,3
70,Thanx.,neutral,neutral,3
70,Will the stable boy never get the princess??,sadness,neutral,3
70,"What do you think you're gonna do, have sex with her right here    on my couch?",disgust,joy,3
70,No ... the leather sticks to my ass.,disgust,neutral,3
70,"You know, this isn't fair.",anger,joy,3
70,What makes you think that I'm just gonna sleep with her and then blow her off?,anger,neutral,3
70,Huh?,anger,neutral,3
70,"Can't you guys open your minds to the possibility that I actally like her,    and might want something real?",anger,neutral,3
70,"Look, the truth is, I haven't felt this    way about anyone since Rachel, ok?",sadness,surprise,3
70,I didn't think I could ever love again.,sadness,disgust,3
70,Come on! Joe!,joy,neutral,3
70,"Hi, is Molly here?",neutral,neutral,3
70,"Yeah, come on in. Molly?",neutral,neutral,3
70,"Hey! Guys, this is Tabatha .  I'll see you tomorrow.",neutral,neutral,3
70,"Ok ...  Well, uh, Joey, I guess    we have no problem.",neutral,anger,3
70,"It's like my favorite fairy tale come true!  The princess, the stable boy and the lesbian!",joy,disgust,3
71,"And what’s cool is, the character is from Naples, right?",joy,joy,3
71,Yeah.,neutral,neutral,3
71,My whole family’s from Naples!,joy,neutral,3
71,"Oh that’s great! Okay, well I’ve heard everything I need to hear. I just need to uh, Leslie",surprise,surprise,3
71,"Joey, this is the awkward part.",joy,neutral,3
71,Oh!,surprise,neutral,3
71,Hey right!,surprise,neutral,3
71,Not a problem.,neutral,neutral,3
71,I totally understand.,neutral,neutral,3
71,You need to y’know make sure I don’t have any horrible scars or tattoos.,neutral,neutral,3
71,Don’t you worry. I have nothing to hide.,neutral,joy,3
71,"So there you go, that’s me.",neutral,surprise,3
71,One hundred percent natural!,joy,joy,3
71,"I tell ya, that has never happened before.",fear,neutral,3
72,This room’s available.,neutral,neutral,3
72,Okay!,joy,anger,3
72,Okay wait!,anger,anger,3
72,You listen to me!,anger,anger,3
72,You listen to me!,anger,anger,3
72,"Since I have been waiting four women, that’s four, one higher than the number of centimeters that I am dilated, have come and gone with their babies!",anger,anger,3
72,I’m next!,anger,anger,3
72,It’s my turn!,anger,anger,3
72,It’s only fair!,anger,anger,3
72,And if you bring in one woman and she has her baby before me I’m going to sue you!,anger,anger,3
72,"Not this hospital, I’m going to sue you!",anger,anger,3
72,And my husband  he’s a lawyer!,anger,anger,3
72,Uh Rach,neutral,neutral,3
72,Go get back on that case honey!,anger,joy,3
72,I don’t think the next patient is very far along.,neutral,surprise,3
72,"Okay, well then bring her in.",neutral,surprise,3
72,OH….MY….GAWD!!!,surprise,surprise,3
73,"Ross-Ross-Ross-Ross! Stay away from that guy , and that guy . And that one—Dude! They’re all huge!",fear,neutral,3
73,They don’t look any bigger than me!,neutral,neutral,3
73,"Well, maybe that’s because you’re closer to you. So you look bigger to you from where you are.",anger,neutral,3
73,I’m just going to say hi to the lads. All right?,neutral,neutral,3
73,All right.,neutral,joy,3
73,Okay.,neutral,neutral,3
73,Hi.,neutral,neutral,3
73,Whoa!  I kinda liked it.,joy,surprise,3
73,"Okay, I know what I have to do. I’ve got to go Red Ross.  Y’know, Red Ross!",anger,surprise,3
73,I totally don’t know what you’re talking about.,neutral,neutral,3
73,Come on! The time we were all waiting in line for,anger,neutral,3
74,Y'know you guys were a lot more supportive when I wanted to make denim furniture.,joy,surprise,3
74,"No, Pheebs, listen, if you decide to do this, we’ll be supportive like crazy.",neutral,disgust,3
74,We just want you to think it through.,neutral,joy,3
74,"Yeah, honey, maybe you can talk to somebody who’s had a baby. Like your mom?",neutral,neutral,3
74,My mom never gave birth. Oh! But my birth mom did.,neutral,neutral,3
75,"Umm, thank you for meeting with me.",neutral,neutral,3
75,Thank you. All right.,neutral,neutral,3
75,"Come, sit.",neutral,neutral,3
75,Sit.,neutral,neutral,3
75,Sit!,anger,neutral,3
75,"Umm, all righty, before we get started I just—I need you to state for the official record that you are in fact Frank Buffay.",neutral,neutral,3
76,Lucky sixes....,neutral,joy,3
76,"Everybody, this is Paolo. Paolo, I want you to meet my friends. This is Monica.",neutral,joy,3
76,Hi!,neutral,neutral,3
76,And Joey....,neutral,neutral,3
76,Hi!,neutral,neutral,3
76,And Ross.,neutral,joy,3
76,Hi!,neutral,neutral,3
76,He doesn't speak much English.,neutral,surprise,3
76,Look at that!,surprise,surprise,3
76,"So, um... where did Paolo come from?",neutral,neutral,3
76,"Oh... Italy, I think.",neutral,surprise,3
76,"No, I mean tonight, in the building. Suddenly. Into our lives.",neutral,surprise,3
76,"Well, the cat... the cat turned out to be Paolo's cat!",neutral,joy,3
76,"That, that is funny... .... and Rachel keeps touching him.",neutral,neutral,3
76,Alright. I looked all over the building and I couldn't find the kitty anywhere.,neutral,joy,3
76,"Oh, I found him. He was Paolo's cat.",neutral,surprise,3
76,Ah! Well! There you go! Last to know again! And I'm guessing... since nobody told me... this is Paolo.,joy,joy,3
76,"Ah, Paolo, this is Phoebe.",neutral,joy,3
76,You betcha!,joy,neutral,3
77,"Okay, where in the hell did you get that?!",surprise,neutral,3
77,"When Mom and Dad drove you to the hospital to get your nose fixed, I swam into the lake and fished it out.",neutral,surprise,3
77,That cup is mine!,anger,surprise,3
77,"No it’s not! You want it, you’re gonna have to win it!",anger,anger,3
77,"All right, so are we not having dinner at all?",sadness,anger,3
78,Why?,sadness,joy,3
78,Because I don't work at the Szechwan Dragon.,neutral,neutral,3
78,"You really, really need to get some sleep, honey.",neutral,neutral,3
78,I know I do.,neutral,neutral,3
78,Hi.,neutral,neutral,3
78,Hi.,neutral,surprise,3
78,Guess what?,neutral,neutral,3
78,They published my paper.,joy,joy,3
78,"Oh, really, let me see, let me see.",joy,joy,3
78,"Rach, look!  Oh, hi! Where is my strong Ross Skywalker to come rescue me.  There he is.",joy,joy,3
79,"You know what this is, this is us getting ready for the prom.",neutral,neutral,3
79,Oh.,neutral,neutral,3
80,What?! You got us evicted!!,anger,anger,3
80,I told you not to go down there!,anger,anger,3
80,Well he made Rachel cry!,disgust,anger,3
80,Rachel always cries!,anger,anger,3
80,That’s not true!,anger,joy,3
80,"Now Joey, you go down there and you suck up to him. I mean you suck like you’ve never sucked before!",neutral,joy,3
80,"All right! I’ll try! But if I can’t, you can stay with Chandler and I until you get settled.",neutral,joy,3
80,Go!!,anger,joy,3
80,"All right, all right, all right.",neutral,joy,3
80,"I mean I’ll have to check with him first, but I’ll think he’ll be cool with it.",neutral,anger,3
81,"So, he’s just a nice guy. You really think this Mark doesn’t want anything in exchange for helping him?",joy,disgust,3
81,"Well, I assume I’ll have to take showers with him, but y'know, that’s true of any job.",neutral,neutral,3
82,How ya feelin’?,neutral,joy,3
83,"Well, my apartment isn’t there anymore, because I drank it.",neutral,disgust,3
83,Where’d you get too? We lost you after you opened up all the presents.,neutral,disgust,3
83,Yeah.,neutral,disgust,3
83,"Yeah, I ended up in the storage room, and not alone.",neutral,surprise,3
83,Woooo hoooo!!!,joy,joy,3
83,"Ow, no ‘woo-hooing,’ no ‘woo-hooing.’",anger,neutral,3
83,"Why, what happened?",surprise,surprise,3
83,"Ah, I fooled around with Joey’s sister.  Well, that’s not the worst part.",sadness,joy,3
83,What is the worse part?,neutral,disgust,3
83,I can’t remember which sister.,sadness,surprise,3
83,You see what men do! Don’t tell me men are not nice!  This is men!!,anger,surprise,3
84,What’s wrong with you?,anger,fear,3
84,Nothing!,anger,fear,3
84,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven’t been able to stand up since.",sadness,fear,3
85,"But um, I don’t think it’s anything serious.",neutral,disgust,3
85,This sounds like a hernia. You have to—you-you—Go to the doctor!,surprise,anger,3
85,No way!,anger,neutral,3
85,"‘Kay look, if I have to go to the doctor for anything it’s gonna be for this thing sticking out of my stomach!",anger,fear,3
85,Why did I have to start working out again?,disgust,surprise,3
85,Damn you 15s!,anger,fear,3
86,It’s a trifle.,neutral,disgust,3
86,It’s got all of these layers.,neutral,disgust,3
86,"First there’s a layer of ladyfingers, then a layer of jam, then custard, which I made from scratch.",neutral,joy,3
86,"[Joey and Ross make impressed faces] Then raspberries, more ladyfingers, then beef sautéed with peas and onions, [Joey and Ross look like something’s wrong.]",neutral,disgust,3
86,"then a little more custard, and then bananas, and then I just put some whipped cream on top!",neutral,disgust,3
86,It tastes like feet!,disgust,disgust,3
86,I like it.,joy,disgust,3
86,Are you kidding?,surprise,joy,3
87,Does anyone else think David Copperfield is cute?,neutral,joy,3
87,"No, but he told me, he thinks your a fox.",neutral,surprise,3
88,"Welcome everybody, welcome to Amazing Discoveries!",joy,disgust,3
88,"Oh, oh! It's on again!",joy,surprise,3
88,"You guys, can we please not watch this all right.",disgust,joy,3
88,Shhhh!,anger,joy,3
88,"Folks, has this ever happened to you.",neutral,joy,3
88,"You go to the refrigerator to get a nice glass of milk,  and these darn cartons are so flingin'-flangin' hard to open.",neutral,joy,3
88,"Oh, you said it Mike.  Aw! There's got to be a better way!",anger,joy,3
88,And there is Kevin.,neutral,joy,3
88,Can we please turn this off?,sadness,anger,3
88,"Noo way, Kevin.",joy,neutral,3
88,There is a revolutionary new product that guarantees that you'll never have to open up milk cartons again. Meet the Milk Master 2000.,neutral,joy,3
88,Are you intrigued?,surprise,neutral,3
88,You're flingin'-flangin' right I am!,joy,neutral,3
88,"Keep in mind, he's never used this product before, you're gonna see how easy this is to do.",neutral,neutral,3
89,Go ahead.,neutral,joy,3
89,This works with any milk carton.,neutral,joy,3
89,"Wow, it is easy.  Now, I can have milk everyday.",surprise,joy,3
90,"Well, you might want to tell him it sounds like his wife is  gay.",neutral,surprise,3
90,She is not…  She’s gay. Oh my God. She is,anger,disgust,3
90,Good day for married people huh?,surprise,sadness,3
90,I’m sorry your husband cheated on you.,sadness,disgust,3
90,I’m sorry your wife is gay. I guess women aren’t that great either.,sadness,anger,3
90,Try telling my wife that.,sadness,surprise,3
91,"Hey Ross, will you pass me that knife?",neutral,neutral,3
92,I can't wait to be with you!,joy,neutral,3
92,I'll sneak over as soon as Ross picks up Ben.,neutral,surprise,3
92,I'll just tell Rachel I'm gonna be doing laundry for a couple of hours.,neutral,joy,3
92,Laundry. Huh. Is that my new nickname?,joy,anger,3
92,"Awww, y'know what your nickname is, Mr. Big",joy,joy,3
92,Arghh!!,disgust,joy,3
93,I can’t believe I’m going to lose this job!,sadness,sadness,3
93,Oh I’m so sorry man! Is there anything I can do?,sadness,joy,3
93,Yeah! Help me get this mini-fridge past the security guard.,neutral,neutral,3
93,"Hey Joey, I want to talk to you.",neutral,neutral,3
93,Yeah?,neutral,neutral,3
93,"Oh, Chandler, Wayne.",neutral,neutral,3
93,"Wayne, Chandler.",neutral,neutral,3
93,"Hi, how are ya?",neutral,joy,3
93,"Joey, Joey, I-I-I’ll g-get you your job back if you help me out.",neutral,anger,3
93,Why should I help you?!,anger,fear,3
93,The reason he just said.,neutral,surprise,3
93,What do you need?,neutral,neutral,3
93,"I-I-I saw you on stage talking to that beautiful woman, y’know Sarah?",neutral,sadness,3
94,What?,surprise,surprise,3
94,And I too am just a love machine.,neutral,joy,3
94,"Ross, let me show you where the guest room is.",neutral,neutral,3
95,"Oh, I thought this was your party and it turns out it’s a party for Howard. He's just the sweetest little man!",surprise,neutral,3
95,"See ya Phoebe! Oh and hey, thanks for chipping in!",joy,surprise,3
95,You chipped in?!,surprise,anger,3
95,"Yeah, uh-huh, a 100 dollars.",neutral,joy,3
95,Phoebe! I can't believe you gave them money! I thought you agreed it was totally unreasonable that they asked me for that money!,surprise,joy,3
95,"Yeah, but they didn't ask me!",anger,neutral,3
95,Y'know?,neutral,neutral,3
95,"This way I'm just y'know, the exotic, generous stranger.",joy,neutral,3
95,That's always fun to be.,joy,neutral,3
95,"Yeah, but you're making me look bad!",anger,neutral,3
95,No I'm not.,neutral,joy,3
95,No!,surprise,neutral,3
95,If anything I'm making you look better!,joy,surprise,3
95,They'll see you talking to me and that's--I'm a hit!,joy,neutral,3
95,"Oh hey, Pheebs!",joy,anger,3
95,Hey!,joy,neutral,3
95,"Oh hey, Ross.",neutral,neutral,3
95,"Umm, see, I was thinking maybe you two could switch apartments because Phoebe's more our kind of people.",fear,joy,3
95,Something to think about.,neutral,joy,3
95,"Yeah, okay, my bad.",joy,anger,3
96,Here. I need to borrow some moisturizer.,neutral,joy,3
96,For what?,neutral,neutral,3
96,Whaddya think? Today's the big day!,joy,neutral,3
96,"Oh my God. Okay, go into the bathroom, use whatever you want, just don't ever tell me what you did in there.",disgust,surprise,3
96,Thank you!,joy,joy,3
96,Where's Joey? His mom's on the phone.,neutral,neutral,3
96,He's in the bathroom. I don't think you wanna go in there!,anger,joy,3
96,"C'mon, we're roommates!  My eyes!! My eyes!!",disgust,neutral,3
96,I warned you...,neutral,joy,3
96,Who is being loud?,anger,joy,3
96,"Oh, that would be Monica.",neutral,neutral,3
96,"Hey, listen, I wanna borrow a coupla things, Aurora spent the night, I really wanna make her breakfast.",neutral,neutral,3
96,"Oh, you got the whole night, huh?",surprise,joy,3
96,"Yeah, well, I only have twenty minutes until Ethan, so, y'know..",neutral,disgust,3
96,"Ooh, do I sense a little bit of resentment?",surprise,joy,3
96,"No, no resentment, believe me, it's worth it.",neutral,neutral,3
96,'Kay?,neutral,disgust,3
96,Y'know in a relationship you have these key moments that you know you'll remember for the rest of your life?,neutral,disgust,3
96,"Well, every- single- second is like that with Aurora.. and I've just wasted about thirty-five of them talking to you people, so, uh.. Monica, can you help me with the door?",neutral,disgust,3
96,"Oh, um, Chandler?",neutral,disgust,3
96,"Y'know, the-the old Monica would-would remind you to scrub that Teflon pan with a plastic brush...But I'm not gonna do that.",neutral,neutral,3
97,"Hey Monica, it's Joey!",joy,joy,3
97,"Hey Joey! Aww, you remembered even though you're a big star!",joy,joy,3
97,"Aw, come on! It'll be years before I forget you!",neutral,joy,3
97,"Joey, what's it like on a movie set, huh?",neutral,joy,3
97,Do you have a dressing room?,neutral,joy,3
97,Do you have a chair with your name on it?,neutral,joy,3
97,"Uh, well yeah-yeah, I've got all of that going on.",neutral,joy,3
97,"Yeah, listen uh, I want you to make sure you tell Chandler that he couldn't have been more wrong!",neutral,joy,3
97,Uh-oh!,fear,surprise,3
97,"I gotta go Monica, my uh, my sushi's here!",neutral,surprise,3
97,Sorry about that. Thanks for waitin'.,neutral,joy,3
97,"Everybody smile!  Okay, thanks a lot! Enjoy your stay at",joy,neutral,3
98,"Wow, this is so cool, you guys. The entire city is blacked out!",surprise,neutral,3
98,"Mom says it's all of Manhattan, parts of Brooklyn and Queens, and they have no idea when it's coming back on.",anger,surprise,3
98,"Wow, you guys, this is big.",surprise,fear,3
98,Pants and a sweater?,anger,surprise,3
98,"Why, mom?",anger,neutral,3
98,Who am I gonna meet in a blackout?,anger,surprise,3
98,Power company guys?,anger,fear,3
98,Eligible looters?,anger,neutral,3
98,Could we talk about this later?,anger,fear,3
98,OK.,neutral,neutral,3
98,Can I borrow the phone? I want to call my apartment and check on my grandma.  What's my number?,neutral,neutral,3
98,"Well, I never call",neutral,fear,3
99,What ‘cha doing?,neutral,neutral,3
99,Having a swim.,neutral,neutral,3
99,What about the chick?,neutral,surprise,3
99,Chicks don’t swim.,neutral,neutral,3
99,Are you sure?,neutral,sadness,3
99,I don’t know. Should we try it?,neutral,neutral,3
99,Sure.,neutral,neutral,3
99,"See, I told you they don’t swim.",neutral,neutral,3
99,Wait. Give him a minute.,neutral,surprise,3
99,"Noo!  Oh, it’s okay, it’s okay, baby, baby, baby.",fear,neutral,3
100,"Me taking care of you is no problem, huh?",neutral,neutral,3
100,You guys feel safe.,neutral,neutral,3
100,Right?,neutral,disgust,3
100,"Okay, I’m gonna take that spit bubble as, ""Yeah, I do!""",neutral,neutral,3
100,"Okay, after I get rid of this dirty diaper Leslie, I’ll set you up with a clean one.",neutral,neutral,3
100,"Okay, I’m sorry.",sadness,neutral,3
100,I didn’t mean to scare you.,sadness,neutral,3
100,I just have to clean that up.,neutral,neutral,3
100,Okay?,neutral,neutral,3
100,"‘Cause let’s face it, we’re at Monica’s.",neutral,neutral,3
100,I broke it.,sadness,fear,3
100,All right.,neutral,neutral,3
100,"Well, that’s just the way that goes.",neutral,sadness,3
100,"Okay, good.",neutral,fear,3
100,Why are there only two of you?,fear,fear,3
100,Where is Leslie?,fear,joy,3
100,"Well, you can’t answer.",neutral,joy,3
100,Leslie?,neutral,neutral,3
100,Where are you Leslie?,fear,joy,3
100,"Leslie, now would be a",sadness,neutral,3
101,Hey!,joy,neutral,3
101,Hey.,neutral,surprise,3
101,"Hey, why are you mopping your ceiling?",sadness,disgust,3
101,"Oh, there’s banana on it.",neutral,neutral,3
102,You said she was bald.,anger,joy,3
102,"Yeah, she was bald, she’s not now.",neutral,neutral,3
102,How could you not tell me that she has hair?,surprise,surprise,3
102,"I don’t know, I hardly ever say that about people.",neutral,anger,3
102,"Ohh, well, this is just perfect!",anger,neutral,3
102,"Well I’m sorry, I thought you said it was okay.",sadness,neutral,3
102,"Yeah, I said what was okay when I thought she was some weird bald chick. I mean, y'know, that girl has hair got",anger,anger,3
102,"Well, maybe it won’t work out. Maybe Ross won’t like her personality.",sadness,disgust,3
102,"Why, does she have a bad personality?",neutral,neutral,3
102,"Oh no, Bonnie’s the best!",joy,neutral,3
103,Hey!,joy,neutral,3
103,Hey.,neutral,disgust,3
103,"Do you have a minute? I’d like to talk to you about something I’m, I’m really uncomfortable talking about.",fear,disgust,3
103,"Sure. What? About uh, you showering with your mom?",surprise,sadness,3
103,"I actually had a topic in mind! I’m, I’m kinda going through a dry spell, sex wise.",anger,surprise,3
103,"Whoa, for like months?",surprise,disgust,3
104,"Excellent! Excellent! And uh, finally, are you into any weird stuff y’know, sexually?",joy,surprise,3
104,No!,surprise,disgust,3
104,"Oooh, wrong answer.",neutral,disgust,3
105,"Ow! My ass. Okay. Okay.  Oh, shhh!",anger,fear,3
105,No! No!! It’s me! It’s me! I-I didn’t want to make any noise!,fear,anger,3
105,Then don't break in!!,anger,neutral,3
106,"Oh yeah, Smokey Joe here got half way to the highway and collapsed.",anger,disgust,3
106,I have the lung capacity of a two year old.,neutral,sadness,3
106,Then why are you smoking?,disgust,neutral,3
106,Well it’s very unsettling.,sadness,disgust,3
107,"Honey, I was wondering....",neutral,joy,3
107,Hmm?,neutral,neutral,3
107,"Do you still have that, um, Navy uniform?",joy,surprise,3
107,"Nooo, I had to return it to the costume place.",sadness,neutral,3
107,Hmm.,neutral,neutral,3
107,I think I have an old band uniform from high school.,joy,neutral,3
107,"You remember not having sex in high school, right?",sadness,neutral,3
107,Yeah.,sadness,neutral,3
107,"Well honey, what about you?",neutral,neutral,3
107,What?,neutral,neutral,3
107,"I mean do you have any fun, you know, fantasy type things?",neutral,surprise,3
107,No.,neutral,neutral,3
107,Come on you gotta have one!,surprise,neutral,3
108,Ugh!,disgust,joy,3
108,"I mean if you buy a bed from Janice’s ex-husband, that’s like betraying Chandler.",anger,surprise,3
108,Not at these prices.,anger,surprise,3
108,Hi. Y'know in England this car would be on the other side of the store.  Woo!,joy,joy,3
108,"Oh! Ohhhhh! Oh! Phoebe, come here. Aw, this is my new bed. You gotta feel this bad boy.",joy,disgust,3
108,"Eh, Monica it, it feels so weird, y'know, Chandler’s your friend...  Oh!",surprise,neutral,3
108,Oh my God!,surprise,neutral,3
108,"Aw, all right take this bed, you can make other friends.",joy,joy,3
109,"You know, ever since I was little, I've been able to pick up quarters with my toes.",joy,neutral,3
